"Col_Cancer","Lung_Cancer","Suicide","CHD","Brst_Cancer","Obesity","Smoker","Poverty","Few_Fruit_Veg","CHSI_State_Name.x"
15.9,65.3,16.6,172.4,34.1,24.5,26.6,10.4,78.6,"Alabama"
18.6,59.6,10.2,171.6,28.9,23.9,20.7,18,75.6,"Alabama"
20.7,70.7,15.5,127.1,24.9,22.5,28.9,13.2,74.5,"Alabama"
27.7,50.3,NA,149,29.9,NA,NA,28.6,NA,"Alabama"
17.1,55.1,9.9,122.9,17.7,NA,15.2,19.3,NA,"Alabama"
24.9,48.4,11.9,173.3,23.5,29.1,16.5,20.3,NA,"Alabama"
23,49.9,NA,221.4,30.4,NA,NA,26.2,NA,"Alabama"
23.7,51.9,17.3,204.9,30.9,NA,22.1,15.7,NA,"Alabama"
25.9,75.4,12.3,111.8,29.6,28.9,22,18.6,NA,"Alabama"
19.5,78.8,13.3,167.4,20,27.6,28.5,13.1,79.7,"Alabama"
17.8,52.6,8.1,146.8,25.1,20.8,21,6.9,78.3,"Alabama"
17.8,57.1,9.9,147.3,24.3,NA,NA,26.4,NA,"Alabama"
20.1,63.6,9.6,154.1,26,32.7,24.1,16.8,79.1,"Alabama"
19.5,65.7,15.1,177.4,30.8,23.2,29.4,16,79.3,"Alabama"
19.4,68.2,11.9,161.6,24.7,25.3,23.8,16.5,79,"Alabama"
18.3,78.3,17.8,206.2,22.8,30.5,33.8,14.8,79.3,"Alabama"
16.6,58.5,10.2,182.9,26.3,NA,NA,16.9,NA,"Alabama"
17.8,52.5,11.9,229,20.5,22,27.3,20,NA,"Alabama"
22.1,44.6,NA,143.1,35,NA,NA,27.9,NA,"Alabama"
16.7,70.9,13.7,197.2,17.5,28,26.9,16.9,NA,"Alabama"
18.4,73.5,13.6,189.3,26.4,27,25.5,16.4,81.9,"Alabama"
13.8,63.1,12.8,110.8,25.3,NA,11.7,16.2,84.6,"Alabama"
15.3,54.1,17.7,160.4,11,NA,23.6,15.2,NA,"Alabama"
13.7,63.6,13.3,188.1,16.2,31.2,30,14.9,82.8,"Alabama"
21.1,65.7,9.4,221,30.2,NA,17.1,18.7,NA,"Alabama"
25.6,52.7,8.9,190.2,21.4,NA,NA,19.2,NA,"Alabama"
12.5,54.2,11.2,222.8,14.4,NA,23.9,14,NA,"Alabama"
14.9,50.1,30.1,148.9,12.7,NA,NA,14,NA,"Alabama"
15.3,62.1,14.3,156.5,22.5,23.6,24.6,10.2,76.2,"Alabama"
17.7,73.8,13.1,191.7,23.8,25.5,23,13.7,NA,"Alabama"
25.8,64.9,15.1,171.1,34.6,30.1,21.7,14,76.9,"Alabama"
19.3,58.4,13.2,189.1,25.9,NA,12.3,22,NA,"Alabama"
19.6,61.4,NA,180.2,24.3,NA,NA,13.4,NA,"Alabama"
17.1,76.1,10.7,172.7,25.6,30.2,27.8,17.5,NA,"Alabama"
16.7,65.9,11.2,152.3,26.7,NA,NA,17.6,NA,"Alabama"
16.7,67.7,9.1,203.6,26.6,22.2,27.6,13.3,76.2,"Alabama"
20,72.3,10.8,195.9,19.3,25,29.3,15.8,79.5,"Alabama"
31.5,65.9,8.4,185.3,26.1,36.6,20.4,25,85.9,"Alabama"
13.7,49.9,10.9,171.9,23.1,24.3,19.1,15.1,80.7,"Alabama"
23.4,70.6,10.3,95.3,30.5,25.6,17.7,22.1,NA,"Alabama"
16.9,63.8,8.5,138.8,34.1,24.8,22.6,12.5,85,"Alabama"
14.4,67.1,11,221.2,32.3,33.7,26.1,18.6,87.1,"Alabama"
16.2,71.7,15.7,188.6,27.7,27.1,31.5,15.7,81.4,"Alabama"
15.6,60,12,157.6,19.2,32.7,21.2,16.1,NA,"Alabama"
15.5,70.1,13.8,173.3,33.3,NA,NA,17.4,85.5,"Alabama"
14.6,68.3,13.3,212,22.8,34.5,NA,17.6,NA,"Alabama"
16.9,51.5,15,151.1,39.4,NA,NA,24.9,NA,"Alabama"
21.4,61.7,7,184.8,29.5,NA,NA,20.6,NA,"Alabama"
17.2,62.8,8.9,181.8,31.4,NA,NA,16.3,NA,"Alabama"
16.8,61.3,7.6,152.8,29,29.5,25,15.3,77.7,"Alabama"
17.4,64.6,14.8,184.7,30.1,NA,NA,16.8,86.6,"Alabama"
19.7,69.3,12.5,187.2,26.4,29.4,37,14.5,82.3,"Alabama"
22,59.6,11.3,145.6,27.2,27.1,23.4,14.4,79.1,"Alabama"
21.6,64.9,13.7,167.3,23.9,NA,NA,16.1,NA,"Alabama"
18.5,60.5,12.6,133.4,25.8,23.8,21.1,15.6,77.1,"Alabama"
14.3,59.1,10.9,207.7,19.1,19.9,28.5,14.4,85.2,"Alabama"
18,55.1,9.9,164.7,29,21.7,27.1,15.1,74.9,"Alabama"
18.7,48.2,13.4,167.7,20.5,26,25,11.8,79.5,"Alabama"
14.2,45.4,8.2,112.1,19.9,NA,NA,23.3,NA,"Alabama"
30.8,57.1,11.7,243.7,25.9,NA,15.7,25.8,NA,"Alabama"
17,58.2,10.6,114.2,30.9,23.1,21.3,10.9,75.6,"Alabama"
16.8,71.7,14.4,148.2,30.2,24.2,23.6,11.9,74.6,"Alabama"
17.5,64.9,4.8,175.7,26.5,NA,15.6,20.1,NA,"Alabama"
17.8,75.2,13.4,198.9,24.6,30.9,NA,16.8,84.8,"Alabama"
16.4,75.9,15.7,151.9,16.6,27.5,31.6,15.2,82.1,"Alabama"
20.6,65.3,10.9,186.8,30.1,26.6,25.1,18.5,76.2,"Alabama"
19.5,56.8,12.6,172.4,21.7,NA,NA,17.7,NA,"Alabama"
19.7,73.1,11,217.2,22.8,25.2,24.6,10.6,80.4,"Delaware"
21.3,56.9,11.1,186,25.5,20.5,22.1,8.2,78.2,"Delaware"
21.6,62.6,11.2,184.5,26,24.5,24.7,10,78.9,"Delaware"
23.7,55.4,6,255.7,34.5,21.3,20.4,17.5,68.1,"District of Columbia"
18,61.3,16.3,125.1,27.1,17.5,22,16.1,73.7,"Florida"
19.4,67.4,18.7,190.8,23.6,23.1,23.6,11.9,76.3,"Florida"
17.3,58.8,16.3,171.7,23.6,19,22.5,12.1,72,"Florida"
19.1,61.5,13,216.6,24,27.9,22.2,14,75.2,"Florida"
20.8,83.2,16.7,189.9,26.1,30.5,27,18.7,80.9,"Florida"
16.4,56.8,13.2,116.4,21.2,16.8,20.1,8.1,76.4,"Florida"
17,50.2,13.3,181.6,24.5,18.8,18.4,12.5,70.3,"Florida"
18,61.1,14,185.1,24,23,28.3,12.9,76.2,"Florida"
20.1,67,15,168,21.7,19.3,27.3,10,75.6,"Florida"
15.4,50.7,17.1,130.4,22.5,18,20,8.4,72.7,"Florida"
16.6,55.7,13,207.8,23.4,16.3,23.3,9.1,78.9,"Florida"
19.3,56.9,12.7,233.8,18.3,32.6,14.4,13.1,86.4,"Florida"
21.6,76.9,18,193.3,20.9,31.8,29.9,16.4,80.9,"Florida"
18.9,81.4,18.4,273.8,40.7,30.8,NA,16.7,NA,"Florida"
22.5,166.4,17,315,NA,21.2,NA,18,NA,"Florida"
19.6,65.6,17.2,172,23,21.9,29.1,12.2,75.3,"Florida"
17.3,75.1,11.2,188.6,15.4,23,NA,11,86,"Florida"
20,79.7,13.1,252.7,21,17,NA,18.1,NA,"Florida"
17.1,68.5,17.1,268.5,22.3,19.5,25.2,13.4,74.8,"Florida"
24.2,78.1,14.6,240.5,24.4,32.7,20,17.1,80.2,"Florida"
15,52.7,18.7,165.4,20.8,23.1,19.9,9.3,73.2,"Florida"
17,70.9,18.7,211.4,26.9,17.6,21.8,12.4,71.9,"Florida"
21.9,83.4,16.6,222.4,23.7,20.6,28.9,7.4,75.6,"Florida"
12.2,41.1,11.7,108.9,14.9,19.8,17.6,9.6,73.4,"Florida"
21.7,77.8,12.6,233.9,25.7,24.8,26.3,15.6,NA,"Florida"
12.3,55.1,9,180.7,21.6,23.9,26,18.3,78.5,"Florida"
16.5,76.4,21.3,202.5,23.4,25.3,NA,18.6,NA,"Florida"
25.6,71.1,11.9,259.5,33,34.4,33.9,13.7,81.3,"Florida"
23.2,67.2,14.5,196.8,28.8,24.4,21,12.8,77.6,"Florida"
19.5,68.2,12.5,177.5,25.3,27,26.5,15.7,72.7,"Florida"
17.2,53,12.1,126.7,30.2,14.1,19.5,8.2,65.6,"Florida"
22.1,89.7,12.2,178.4,25.6,11.9,NA,14.6,NA,"Florida"
17.8,61.3,9.6,176,31.2,29.4,21.4,18,NA,"Florida"
20.7,76.7,19.7,210,28.4,NA,NA,14.2,NA,"Florida"
19,74.1,15.6,214.5,20.9,NA,NA,13.1,96.4,"Florida"
33.2,87.3,14.3,258.3,22.3,NA,23.5,15.4,NA,"Florida"
27.8,86.4,14.1,274.7,41.8,NA,NA,21.8,NA,"Florida"
15.1,53.1,10.5,200.3,29.1,NA,18.2,20.6,NA,"Florida"
16,72.3,15.4,204.2,25.9,20.5,24.7,12.8,76.6,"Florida"
15,67.5,10.7,269.4,22,NA,23.5,18,NA,"Florida"
19.1,69.7,21.3,193.5,25.3,21.5,24.3,12.1,71.5,"Florida"
15.5,58.1,15,175.6,22.2,20.7,21,13.9,72.4,"Florida"
20.8,60.4,12.6,213.4,25.2,21.9,24.1,13,77.1,"Florida"
19.9,65.8,12,337.7,28.8,NA,NA,18.6,NA,"Florida"
15,65.9,11.2,157.1,23.5,19,22.3,10,71.1,"Florida"
14.3,56.9,11.6,251.5,22.6,24.3,23.5,16.2,NA,"Florida"
20,60.3,9.8,198.3,32.1,18.4,16.3,16.2,NA,"Florida"
25.1,69.8,NA,242.6,NA,NA,NA,18.9,NA,"Florida"
18.6,58.5,15.5,174,24.9,21.4,24.4,10.2,72.2,"Florida"
18.9,77.5,13.4,210.3,20.6,25.9,21.8,16.2,84.3,"Florida"
15.4,55.8,14.3,168.9,22.5,18.7,26.6,10.2,75.8,"Florida"
19.3,55.7,10.7,140.1,29.7,16.2,20.1,14,77.4,"Florida"
20.1,73,22.3,189.9,19.9,28.8,23.7,16.3,80.5,"Florida"
17.7,78.1,NA,192.1,44.9,NA,NA,17.2,NA,"Florida"
20.8,64.3,10.3,236.9,23.5,NA,NA,18.3,83.3,"Florida"
16,54.5,14.5,178.7,17.4,18.4,21.5,10.8,69.7,"Florida"
20.5,69.9,17.1,204.8,28,23.7,25.2,14,76.1,"Florida"
12.8,49.1,15.5,142.9,20.5,13.9,22.1,9.2,74.5,"Florida"
19.2,35.8,9.1,216.2,22.3,19,17.6,18.9,79,"Florida"
20.8,58.1,17.7,129.7,21.7,20,26.4,10.2,73.1,"Florida"
19.2,66.5,12.9,200.6,24.2,28.2,24.2,8.9,73.7,"Florida"
17.9,61.2,17.5,183.1,22.7,20.3,27.8,10.1,76.4,"Florida"
19.2,65.5,14.1,185.4,25.5,20.7,22,9.9,73.3,"Florida"
22.4,72.5,18.6,262.1,20,28.2,NA,15,79.9,"Florida"
19.2,55.1,9.9,190.3,26,19.5,19.8,13.2,78.3,"Florida"
15.9,55.9,14.6,188.8,25.2,22.2,23,13.1,77.6,"Florida"
16.2,47.7,12.5,161.3,21.5,18.3,20.1,10.9,69.9,"Florida"
23.6,67.6,8.9,155.8,20.7,26.9,NA,17,83.2,"Georgia"
NA,61.9,NA,188,NA,NA,NA,19.3,NA,"Georgia"
20.1,56.5,14.2,217.9,25.6,26.8,25.6,9.9,80.4,"Georgia"
20.5,61.4,13.4,210.3,27.1,28.5,28.1,16.1,82.6,"Georgia"
23.8,62.9,16,195.1,27.1,NA,23.5,21.8,82.6,"Georgia"
17.8,64.1,14.6,210.9,23.5,NA,NA,20.6,89.1,"Georgia"
15.1,61.1,14.7,219,21.7,NA,NA,12.3,NA,"Georgia"
20.7,75.5,17.9,157.4,26.8,29.7,31.1,13.2,76.3,"Georgia"
20.1,43,8.3,138.2,20.8,19.3,14.5,5.2,64.4,"Georgia"
17.9,70.6,13.9,196.3,22.5,30.3,22.6,15,79.2,"Georgia"
21.6,55.9,14.1,155,18,16.2,17.6,5.7,73.3,"Georgia"
20.4,56.1,18.4,250.9,26.3,20.2,24.2,14.6,85.4,"Georgia"
20.6,52.2,8.7,152.2,29.3,21.3,16.8,16.2,74,"Georgia"
19,65.3,17.5,204.7,23.8,16.1,31.2,12.9,83.6,"Georgia"
NA,55.7,NA,121.8,NA,NA,NA,13.7,NA,"Georgia"
17.9,60.1,10.5,137.2,24,27.8,23.5,14.9,73.4,"Georgia"
20.8,65.6,14.1,179.3,23.8,24,28.9,12.1,83.4,"Georgia"
17.9,64,12.7,164.7,21.1,25.1,32.7,10.1,78.3,"Georgia"
19.5,62,14.9,205.3,25.9,28.3,27.5,19,82.1,"Georgia"
24.2,55.3,10.4,210.7,29.3,NA,14.6,17.8,NA,"Georgia"
16.3,51.7,9.6,115.6,23.6,19.2,19.8,8.2,76.3,"Georgia"
15.3,62.4,13.2,169.9,33.5,20.8,25,12.1,74.5,"Georgia"
19.2,48.9,13.7,153.1,19.5,24.8,20.9,12,75.7,"Georgia"
19.4,55.2,NA,113.6,30.4,NA,NA,23.7,NA,"Georgia"
19.3,70.2,19.4,222.3,21.2,23.1,NA,14.6,NA,"Georgia"
19.5,47,18.7,163.6,28.9,15.7,18.3,8.4,88.7,"Georgia"
21.5,55.2,13.8,208.7,26.6,21.8,29.2,14.1,NA,"Georgia"
11.9,61.9,15.2,133.6,22.8,NA,NA,14.8,NA,"Georgia"
20.6,75.5,12.1,170.7,24.8,30.8,29.3,10.9,79.5,"Georgia"
22.9,65.3,14.7,164.9,29.4,25.8,21.6,6.6,79.1,"Georgia"
19.4,64.4,9.2,145.1,24.5,24,25,11.3,81.2,"Georgia"
17.4,82.5,11.3,224.9,22.7,NA,NA,17.4,NA,"Georgia"
14.9,73.4,13.8,200.9,28.9,22.1,21.7,12.2,80.1,"Georgia"
27.2,63.6,15.3,247.7,26.7,NA,NA,13.8,NA,"Georgia"
20.8,81.5,13.8,229.8,17.6,NA,NA,17.7,86.4,"Georgia"
23.1,75.6,12.4,224.9,41,NA,12.8,20.1,87.5,"Georgia"
18.3,64.1,NA,234.5,NA,NA,13.1,21.9,NA,"Georgia"
21.2,64.3,NA,149.5,18.5,NA,16.5,22.1,NA,"Georgia"
18.4,61.3,14.3,166.3,26.6,NA,NA,10.7,NA,"Georgia"
26.4,83.5,10.1,197.2,27.6,31.5,23.3,19.3,NA,"Georgia"
18.6,68.3,12.7,154.9,29.1,NA,NA,13.4,NA,"Georgia"
NA,76.1,NA,180.4,27.5,NA,NA,18.7,NA,"Georgia"
17,49.3,10.6,223.2,23.5,28.8,22.3,17.6,82.5,"Georgia"
13.9,67.1,11.4,157,12.4,19.1,22.2,9.1,82.3,"Georgia"
26.1,77.4,12.3,179.7,24.1,26.3,36.9,15.1,77.3,"Georgia"
19.7,73,NA,248.5,32.5,NA,NA,14.9,NA,"Georgia"
20.8,68,NA,150.4,NA,NA,NA,19.3,NA,"Georgia"
17.4,71.3,11.8,160.4,25,24,24.1,17.7,76.6,"Georgia"
21,72.6,19.6,184.1,26.3,21.4,27.6,13.1,NA,"Georgia"
20.1,73.9,9.1,148.4,34.8,24.2,19,17.5,NA,"Georgia"
17,78.6,17.3,198.1,24.9,26.1,NA,16.8,90.9,"Georgia"
18.8,59.3,14.4,174.6,32.6,NA,23.2,17.4,NA,"Georgia"
18.4,59.8,11.2,201.9,19.7,NA,NA,21,NA,"Georgia"
24.4,61.4,12,224.3,30,22,27.4,12.8,83.6,"Georgia"
27.8,53.2,NA,240.6,29.6,NA,NA,20,NA,"Georgia"
15.8,59.3,10.7,278.8,19,NA,NA,17.4,NA,"Georgia"
NA,51.8,NA,186.1,25.5,NA,NA,19,NA,"Georgia"
20.5,79.7,12.5,231.3,19.7,27.2,17.1,22.3,82.2,"Georgia"
22.2,72,15,273.8,18.9,NA,NA,11.6,NA,"Georgia"
24.9,65.2,NA,122.2,NA,NA,11.7,18.4,85.2,"Georgia"
19,56.4,11.7,178.5,26.4,23.9,25,18.9,76.3,"Georgia"
20.6,55.8,12.1,265.9,16.3,NA,19.9,12,NA,"Georgia"
17.3,106,10,158.5,19.7,30.3,32.3,12.8,NA,"Georgia"
23.9,64.7,11.4,208.8,30.9,25.1,22.1,16.8,78.2,"Georgia"
16.8,68.5,12.1,179.2,32.6,29.5,30.9,11.2,77.5,"Georgia"
16.1,48.7,8.5,166.8,23.7,15.6,16.5,7.1,75.4,"Georgia"
14.1,60.5,12.3,174.4,25.4,NA,21.2,12.4,NA,"Georgia"
21.4,72.3,11.9,148.5,25.1,23.1,27.6,6.8,78.3,"Georgia"
20.7,71.7,13,198.1,33.9,NA,20.2,18.8,90.2,"Georgia"
14.5,56.1,13.4,120.9,37.2,22.4,24.3,10.2,NA,"Georgia"
20.5,73.5,12.2,192.2,27.3,NA,32.1,16.5,NA,"Georgia"
18.4,84.6,20.1,143.7,13.8,29.7,22.8,15.3,80.9,"Georgia"
17.3,66.1,12.5,199.1,15,NA,NA,10.5,NA,"Georgia"
14.6,84.7,17.4,222.3,36.3,17.9,25.8,14.6,NA,"Georgia"
22.7,59.9,11.4,243.9,36.2,27.7,17.8,16.8,NA,"Georgia"
23.2,59.7,14.6,216.2,12.6,NA,NA,13.6,NA,"Georgia"
NA,65.9,NA,95.4,NA,NA,NA,20,NA,"Georgia"
20,53.5,10.4,147.3,23.2,19.8,NA,12.1,NA,"Georgia"
29.6,62.2,NA,196.9,24.9,NA,NA,23.6,NA,"Georgia"
20.1,65,12,174.1,28,27.7,27.3,18.6,77.8,"Georgia"
19.3,68.9,10.3,158.1,25.7,22.9,17.1,10.9,73,"Georgia"
NA,71.8,NA,239.4,NA,NA,NA,15.4,NA,"Georgia"
12.8,88.1,12.4,218.5,17.2,26.5,23.3,15.9,NA,"Georgia"
30.7,66.1,12.4,205.5,35.7,NA,13.7,18.5,NA,"Georgia"
24.9,51.4,NA,189.4,27.2,NA,NA,20.8,NA,"Georgia"
21.7,67.6,15.5,170.3,32.7,NA,26.7,16.3,NA,"Georgia"
27.2,58.9,14.7,141.6,43.2,26.9,24.8,15.6,NA,"Georgia"
16.7,66.9,NA,177.9,36.4,NA,NA,21.2,NA,"Georgia"
14.8,55.3,8.1,185.6,29.4,25.6,25.8,20.8,81,"Georgia"
22,74.2,NA,206,35,NA,NA,18.1,NA,"Georgia"
NA,NA,NA,150.6,NA,NA,NA,21.4,NA,"Georgia"
20.5,75.4,17.5,223,28.5,27.2,23.6,21.8,NA,"Georgia"
27.1,56.4,15.4,240.9,28.3,NA,NA,20.1,NA,"Georgia"
21.4,66.5,12.8,155.1,16.3,NA,20.7,20.1,NA,"Georgia"
25.6,74.6,14.7,246.6,30.8,26.1,22.3,23.1,NA,"Georgia"
35.1,92.2,9.7,206.1,27.2,NA,NA,22.7,NA,"Georgia"
17.3,72.6,12,154.2,25.7,27.9,22.3,16.9,78.4,"Georgia"
20.1,56.7,12,176.3,29.5,30.3,17.5,18.1,79.8,"Georgia"
19.4,79.1,10.2,103.5,16.7,24.8,29.6,21.1,83.1,"Georgia"
16.1,47.6,16.7,126.3,26.4,NA,NA,12.1,NA,"Georgia"
16.1,62.8,NA,119.6,NA,NA,18.9,22,NA,"Georgia"
23.4,60.3,13.2,185.9,26.3,23.2,23.2,15.2,78.8,"Georgia"
15.4,67.6,NA,245.4,NA,NA,NA,22.2,NA,"Georgia"
27.8,76.6,18.4,232.5,22.7,NA,NA,16.5,NA,"Georgia"
24,64.2,14.8,149.6,25.5,21.5,29.9,10,79.3,"Georgia"
20,59.4,12.5,156.2,21.5,26.5,15.5,12.8,NA,"Georgia"
23.3,58.8,19.1,170.3,19.7,NA,NA,16.4,92.1,"Georgia"
20.3,92.3,10.3,270.6,28.2,26,30.5,14.1,83.1,"Georgia"
16.3,56.9,10.8,236.4,23.9,27,25.9,10.6,76.8,"Georgia"
14.7,63.7,15,186,21.1,33.7,25.4,18.9,71.1,"Georgia"
NA,72.2,14.8,182,NA,NA,NA,19.5,NA,"Georgia"
23.8,68,NA,100.8,29.4,NA,NA,20.1,NA,"Georgia"
22.4,62.7,12.2,162.1,23.1,NA,NA,19.5,NA,"Georgia"
24.3,60.1,11.7,218.8,14.7,28.8,27.5,17.5,87.5,"Georgia"
37,37.9,NA,154.4,NA,NA,NA,17.2,NA,"Georgia"
19.4,54.1,NA,145.4,NA,27.8,19.7,24,81.4,"Georgia"
18.3,49.5,11.9,106.5,23.7,26.4,22.3,18.9,80.2,"Georgia"
18.5,55.3,18.1,180.7,26.6,15.6,23.3,11.8,NA,"Georgia"
17.1,73.6,12.2,167.7,22.9,24.6,32,12.1,77.3,"Georgia"
18.6,62.9,NA,188.1,NA,NA,NA,22.2,89.1,"Georgia"
23,70,12,196,35.3,NA,NA,16.9,NA,"Georgia"
20.3,69.5,20.4,233.5,26.8,NA,NA,15.2,NA,"Georgia"
19.7,61.2,11.2,208.5,25.5,32.9,26.1,17.4,84.3,"Georgia"
21.8,58.7,11.4,240.6,24.2,38.6,21.4,21.7,77.3,"Georgia"
19.7,72.3,14.3,201.2,37.6,NA,NA,12.5,NA,"Georgia"
16.8,45.5,NA,196,NA,NA,NA,24.7,NA,"Georgia"
15.5,50.2,11.1,166.6,25.7,29.4,27.2,10.8,77.3,"Georgia"
22.8,59.1,17,164.7,29.3,NA,NA,21.5,NA,"Georgia"
17.9,66.4,13.7,203.5,24.8,29.8,19.2,12.5,80.5,"Georgia"
16.1,73.8,10.8,220.7,21.3,27.6,28.9,10.6,81.9,"Georgia"
17.3,66.6,9.8,231.2,28.4,NA,NA,19,NA,"Georgia"
24.6,67.1,10.1,320.8,28.3,NA,NA,17.9,NA,"Georgia"
20.9,54.4,10.3,145.3,24.8,21.3,20.9,16.8,75.6,"Georgia"
NA,100.2,16.4,337.7,NA,NA,NA,14.5,NA,"Georgia"
18.7,74.6,11,247,29.4,24.2,NA,14.6,NA,"Georgia"
16.9,56.8,12.1,150.6,24.1,19.5,21,6.4,76.6,"Georgia"
19.6,50.6,9.2,164.5,29.5,25,16.7,18.7,73.5,"Georgia"
27.7,60.3,NA,221.1,NA,NA,NA,24.5,NA,"Georgia"
17.2,56.8,11.5,189.3,27.5,26,23.6,13.9,82.1,"Georgia"
15,76.2,NA,225,NA,NA,NA,20.5,NA,"Georgia"
15.5,49.4,9.2,122.6,24.9,19.5,16.5,9.6,73.9,"Georgia"
20.3,63.5,8,213.4,24.9,35.2,27.1,19.1,84.1,"Georgia"
NA,54.3,NA,179.3,NA,NA,NA,19.6,NA,"Georgia"
21.8,63,12,184.6,25.5,29.2,32.3,19.6,NA,"Georgia"
16.8,66.2,11,148.2,26,20.6,19.7,6.8,77.3,"Georgia"
23,64.8,13,262.5,32.2,30.8,21.5,18,NA,"Georgia"
18.7,68.6,10.2,145.6,28.2,24.7,18.9,9.4,74.3,"Georgia"
NA,56,16.3,214.9,21.7,NA,NA,14.4,NA,"Georgia"
18.8,80,11.5,160.5,26.3,NA,18.3,23.1,83.6,"Georgia"
18.6,69.7,11.1,219.9,21.8,NA,NA,11.9,NA,"Georgia"
22.4,58.5,7.3,195.8,29.9,20.9,NA,9.2,NA,"Georgia"
27.9,64.8,9.4,128.9,29.9,24.5,19.7,20.9,74.2,"Georgia"
18.8,43.4,9.7,121.6,27,21.7,16.4,13.2,72.8,"Georgia"
13.2,65.1,12.7,213.4,22.6,28.2,17.8,17.6,76.9,"Georgia"
19.2,70.2,12,220.4,24.9,30.1,23.9,18.1,82.8,"Georgia"
20.6,61.9,13.5,237.8,42.2,18.8,NA,21.1,NA,"Georgia"
19.5,75.5,10,153.8,27.6,26.6,24.1,21.6,81.4,"Georgia"
15.3,64.6,14,172.7,27.3,24.8,20.2,10,85.6,"Georgia"
19.8,59.5,10.7,232.8,28.1,NA,NA,23.3,NA,"Georgia"
16.5,41.2,13.5,130.8,21.6,19.6,21.1,13.1,75.9,"Hawaii"
17.1,33.4,9.5,98.3,17.2,17.8,18,10.5,77.1,"Hawaii"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii"
19.4,34.8,11.2,127.4,20.3,17.4,20.7,10.5,77,"Hawaii"
14.8,40.8,10.9,106.6,18.3,17.7,20.8,10.2,75,"Hawaii"
15.4,48.9,14.8,131.6,23.8,18.5,18.1,9.3,77,"Idaho"
15.9,30.3,19.1,159.7,16,25.8,16.6,12.9,78.4,"Idaho"
11.2,37.7,18.2,103.1,25.8,9.7,13.9,6.3,69.3,"Idaho"
NA,55.8,NA,139.2,NA,17.1,19.1,10,NA,"Idaho"
25.2,51.4,18.3,151.1,27.1,19.1,22.2,13.4,76.6,"Idaho"
15.1,30.8,12.6,159.5,18.9,21.1,15.5,11.6,81.1,"Idaho"
NA,58.6,23.6,140,31.3,20,22.4,13.8,76.8,"Idaho"
NA,36.6,NA,141.2,NA,24.2,25.6,14,NA,"Idaho"
NA,NA,NA,NA,NA,NA,NA,7.4,NA,"Idaho"
15,44.3,12,146.3,18.5,23.9,20,13.5,80.3,"Idaho"
NA,23.7,23.6,138,25.6,22.5,17.8,10,78.5,"Idaho"
NA,44.9,NA,196.3,NA,24.2,16.6,13.3,79.6,"Idaho"
21.9,33.4,18.6,166.6,22.4,21.5,17.5,14.6,76,"Idaho"
NA,NA,NA,220.8,NA,NA,NA,16.1,NA,"Idaho"
NA,47.4,13,154.6,28.3,22.5,24.2,12.8,77.4,"Idaho"
NA,40.2,NA,148.3,NA,24.6,21.2,12,73.8,"Idaho"
16,58.7,12.7,171.1,30.8,26.7,23.9,11.7,81.1,"Idaho"
12.3,14.7,NA,176.4,31.6,17.7,9.2,9.7,82.8,"Idaho"
10.1,27.4,14.1,189.2,24.8,19.8,16.7,13.2,81.9,"Idaho"
23.9,51,13.7,144.4,24.7,26,25.2,11.8,77.4,"Idaho"
12.1,46.3,14,173.4,23.9,26,22.5,11.7,82.1,"Idaho"
18.6,43.1,19.2,153.3,22.8,20.1,18.2,15,75.8,"Idaho"
12.3,39.1,14.9,184.9,32.2,23.7,18,13.5,80,"Idaho"
17.7,27.9,15.4,167.6,26.1,25,10.8,11,80.8,"Idaho"
17.2,48.6,17.4,169.1,20.6,22.3,25.1,12.9,78.4,"Idaho"
20.1,52.4,16.9,141.3,25.7,20.9,20.9,10.4,79,"Idaho"
12.7,38,10.8,130.6,31.1,16.5,14.3,14,77.6,"Idaho"
23.5,42.1,26.1,153.7,28.9,22.6,25.2,13.4,73.5,"Idaho"
NA,48.6,NA,169.3,39.3,27,NA,12.3,73.3,"Idaho"
NA,47.7,NA,125,NA,19.5,21.4,11.1,NA,"Idaho"
14.3,12.4,6.2,125,33,19.3,3.6,15.5,78.8,"Idaho"
20,29.5,15.2,169.7,27.5,25.9,16.9,13.3,79.7,"Idaho"
15.4,63.2,25.5,123.3,31.4,24.6,22.9,11.8,78.2,"Idaho"
21.3,30.7,39.7,157.2,NA,24.7,18.2,11.2,79.3,"Idaho"
22.9,NA,NA,93.3,NA,23.8,16.6,10.3,87.3,"Idaho"
17.4,49.7,17.5,132.7,NA,29.4,26.6,16.2,84.9,"Idaho"
15,57.7,19.1,221.7,25.3,26.7,23,13.4,78.3,"Idaho"
15.5,36.6,NA,164.8,29.2,28.7,17.3,14.5,74.7,"Idaho"
17.4,83.6,19.3,218.5,34.6,26,24.3,16.6,81.2,"Idaho"
NA,NA,18.3,144,NA,17.8,12.1,9,74.4,"Idaho"
17.4,44,13.9,141.5,27.5,21.8,22.9,12.7,77.1,"Idaho"
11.7,51.3,24.2,156.9,26,16.9,20.5,9.7,79.1,"Idaho"
21.6,56.2,NA,225.3,22.9,29,22,13.8,75.7,"Idaho"
20.1,61.8,20.8,178.8,NA,28.3,27.8,12.9,81.6,"Idaho"
22.9,57.5,9.8,174.6,22.4,26.3,21.6,11.2,77.5,"Illinois"
23.3,65,11.9,178.7,28.7,NA,NA,12.5,NA,"Illinois"
