"Col_Cancer","Lung_Cancer","Suicide","CHD","Brst_Cancer","Obesity","Smoker","Poverty","Few_Fruit_Veg","CHSI_State_Name.x"
24.8,57.7,15.2,192.5,29.9,18.3,23.4,8.8,NA,"Illinois"
19.6,50.1,9.3,179.6,23.4,28.2,30.1,9.7,NA,"Illinois"
27.2,53,7.7,143.7,17,NA,NA,10.5,NA,"Illinois"
24,56.2,7.5,175.7,18,26.6,19.9,15.9,NA,"Illinois"
20.7,61.3,9.6,174.9,27.5,22,NA,8.6,81,"Illinois"
25.5,55.8,6.4,157.6,29.5,21.3,22.3,4.5,73,"Illinois"
20.3,54.8,9.8,164.1,24.5,20.9,19.4,9.4,79.2,"Illinois"
21.7,64.2,8.4,132.5,22.7,23.7,29.2,13.5,75.3,"Illinois"
19.9,61.3,12.7,181.9,17.9,29.7,26.4,10.3,NA,"Illinois"
22.8,64.4,13.6,188.6,25,28,24.7,10.6,77.8,"Illinois"
23.8,60.9,18.7,208.2,26.5,28.3,28.4,13.6,NA,"Illinois"
23.8,57.1,NA,220.7,28,14.9,NA,7.9,NA,"Illinois"
28.9,64,15.4,195.3,30.1,NA,NA,11,NA,"Illinois"
26,67.4,14.5,224.9,13.4,13,NA,13.2,NA,"Illinois"
23.3,50.8,9.8,200.2,33.3,NA,NA,8.5,NA,"Illinois"
26.7,52.3,NA,282,NA,NA,NA,8.6,NA,"Illinois"
14.1,52.3,6.2,195.6,12.8,NA,NA,8.7,NA,"Illinois"
28.5,45.2,NA,137.5,25.1,19,19,4.1,NA,"Illinois"
25.3,67.8,22.8,153,22.5,NA,20,12.5,NA,"Illinois"
23,68.1,8,245.9,17.1,26.7,30.1,11.7,86.5,"Illinois"
19.5,53.8,12,182.6,35.2,NA,NA,8.4,NA,"Illinois"
21.6,59.2,11.2,137.9,19.3,27.2,23.4,8,80.6,"Illinois"
22.1,66.1,9.9,152.4,21.2,24.1,24.1,13.4,84.8,"Illinois"
24.1,58.2,14.7,246.6,37.3,NA,NA,13.3,NA,"Illinois"
23.2,55.1,NA,171.4,20.5,11.5,NA,6.1,NA,"Illinois"
25.7,60.6,13.1,158.7,28.6,NA,18.6,12.5,NA,"Illinois"
25.8,65.2,13,211.7,29.8,14.3,NA,9.8,NA,"Illinois"
25.3,55,NA,169.1,NA,NA,NA,14,NA,"Illinois"
28.3,70.7,NA,244.9,29.5,NA,NA,19.8,NA,"Illinois"
26.3,54.2,NA,151.1,46.7,NA,NA,6.5,NA,"Illinois"
22.5,56.1,14.4,197.2,27.1,18.2,17.1,11.4,NA,"Illinois"
23.7,58.9,10.4,212.1,24.1,NA,NA,12,NA,"Illinois"
16.5,54.9,11.7,167.2,27.9,26.1,25.5,11.6,76.1,"Illinois"
23.5,69.6,9.3,182.4,27.2,29.7,22.7,14.5,81,"Illinois"
24.8,88.5,12.1,232.6,18.8,NA,NA,15,NA,"Illinois"
22.8,60,10.9,148.3,30.2,24,19.8,10.1,73.4,"Illinois"
23.8,65.4,15.3,309.8,31.3,NA,NA,9.5,NA,"Illinois"
27.3,61.4,9.6,257.9,34.3,15.7,NA,10.5,NA,"Illinois"
28.6,53.4,NA,262.8,NA,NA,NA,9.6,NA,"Illinois"
20.8,48.4,7.8,198.3,29.3,NA,NA,9.4,NA,"Illinois"
22.5,63.9,17.8,146.5,NA,NA,NA,9.2,NA,"Illinois"
17.1,51.9,9.2,138.6,20.9,22,12.7,10.2,82.5,"Illinois"
21.6,57.6,15.4,151.6,24.6,21.3,28.2,8.1,82.3,"Illinois"
26.5,69.2,12.5,222.6,22,NA,NA,13.7,NA,"Illinois"
21.8,75.7,9.9,187.9,23.8,31.8,26,14,84.3,"Illinois"
26.2,68.5,NA,163.4,28.3,NA,NA,11.4,NA,"Illinois"
29.9,54,8.3,232.4,27.3,NA,NA,11,NA,"Illinois"
26.1,44.8,9.5,283.7,28.1,NA,NA,7.2,NA,"Illinois"
19.3,59.5,9.1,130.3,29,19,20.3,12.6,70.9,"Illinois"
17.6,62.4,13.9,228,23.9,NA,13.5,12,NA,"Illinois"
25.9,66.2,10.4,288.5,17.7,NA,NA,12,NA,"Illinois"
19.5,55.6,9.5,204.2,27.1,23.4,27.2,9.4,84.6,"Illinois"
21.2,55.1,9.2,197.4,26.4,23.6,23.2,6.7,83.1,"Illinois"
24.2,61.7,11.9,168.8,31.5,24.5,20.9,13.6,NA,"Illinois"
17.6,62.2,10.1,170.2,25.9,25.8,26.2,12.3,76.3,"Illinois"
16.7,38.1,7.1,153.2,19.5,27.8,NA,6,NA,"Illinois"
24,76.4,15.5,193.3,22.8,25.6,29.3,10.5,86.1,"Illinois"
24.9,54.1,12.1,232.5,22.1,NA,NA,10.3,NA,"Illinois"
21.8,65.1,9.5,204.1,29.7,NA,NA,11.8,NA,"Illinois"
23.2,54,13.2,205,26.4,NA,NA,7.4,NA,"Illinois"
23.5,65.4,10.2,193.6,23.5,30.1,18,13.2,NA,"Illinois"
33.1,77,12.6,247.3,30.3,NA,NA,22.2,NA,"Illinois"
22.6,54.2,7.5,202.1,28.1,22,21.4,14.5,76.8,"Illinois"
30.8,56.1,8.2,225.3,32.2,NA,NA,11.7,NA,"Illinois"
29.3,66.1,12.5,201.6,15.3,NA,NA,10.1,NA,"Illinois"
20.3,51.7,8,164.2,35,23.5,21.6,9.3,79.4,"Illinois"
20.7,66.5,13,214.8,28.6,NA,NA,9.9,NA,"Illinois"
20.2,57.8,11.4,188,29.2,NA,17.2,8.1,NA,"Illinois"
18.6,46.8,7.3,144.1,28.7,17.4,18.9,5.9,71.5,"Illinois"
26.5,68.3,12.4,190.5,21.3,NA,NA,11.6,NA,"Illinois"
28.4,62.5,NA,246.5,NA,NA,NA,9.2,NA,"Illinois"
22.1,52.8,8.4,151.5,23,19.9,18.1,8.9,NA,"Illinois"
20.9,57.5,8.5,190.8,31.8,NA,NA,10.8,NA,"Illinois"
23.2,52.2,10.7,244.8,20.2,14.8,NA,13.1,NA,"Illinois"
27.8,52.7,6.7,205.8,21.4,NA,NA,8.2,NA,"Illinois"
30,78.7,12.5,192.1,27,22.2,29.7,14.8,NA,"Illinois"
23.1,61.8,11.3,176.3,21.4,19.4,30.6,11.3,NA,"Illinois"
22,69.7,NA,258.3,42.6,NA,NA,15.8,NA,"Illinois"
32.3,61.5,14.1,241.5,23.5,NA,NA,12.2,NA,"Illinois"
26.3,60.5,7.3,183,30.5,27.5,26.1,6.1,NA,"Illinois"
28.7,69.9,NA,239.4,17.3,NA,NA,12.2,NA,"Illinois"
27.5,58,11,191.6,25,NA,20,9.8,NA,"Illinois"
25,85.8,NA,236.8,NA,NA,NA,14.8,NA,"Illinois"
29.5,44.5,7,176.5,22.1,NA,16.4,7.7,NA,"Illinois"
17.7,59.7,12.3,264.3,34.9,NA,NA,10.2,NA,"Illinois"
24.3,51.2,10.5,144.9,26.1,20.7,20.8,8.3,81.2,"Illinois"
27.8,52.4,11.3,235.6,24.8,25,27.1,9.9,NA,"Illinois"
25.4,54.7,7.9,169,24.8,15.3,25.5,19.3,NA,"Illinois"
24.6,64.9,NA,207.9,17.1,NA,NA,10.1,NA,"Illinois"
25.6,54.4,9.5,191.5,34.7,32.7,30.4,13.7,NA,"Illinois"
23,49.8,14,281,24.2,NA,NA,8.4,NA,"Illinois"
16.4,53.5,11.5,156.9,30.4,NA,NA,7.6,NA,"Illinois"
25,65.2,13.4,205.8,28.4,NA,NA,12.7,NA,"Illinois"
21.3,56,8.4,150.4,31,22.6,17.9,7.4,81.5,"Illinois"
29.1,59.5,NA,205.9,31.5,NA,NA,11.6,NA,"Illinois"
19.3,66.4,10.2,236.3,27.4,28.1,22.1,11.3,75.2,"Illinois"
23.5,53.2,10.5,138.4,33,18.6,15.7,4.1,NA,"Illinois"
21.5,65.8,10.9,191.7,24.7,22.4,24.8,12.7,76.6,"Illinois"
18.4,52.5,7.6,160.5,27.6,20.8,19.6,6.9,74.9,"Illinois"
24,65.3,9.4,192.1,22.7,24.1,29,10.2,72.2,"Illinois"
21,38.4,6.4,142.5,26.2,37.1,15.4,9.9,82.8,"Indiana"
32.8,58.1,10.6,215.7,24.4,NA,NA,9.9,NA,"Indiana"
23.8,63.7,8.1,204,29.2,27.6,30.6,10,79,"Indiana"
15.9,56.5,9.5,139.5,26.7,18.7,26.1,12.4,80.8,"Indiana"
23.1,56.2,16.2,182.3,21.2,23.3,32.5,9.2,76.4,"Indiana"
20.9,75.7,13.1,215.2,21.6,26.5,28.6,7.8,78.7,"Indiana"
19.8,55.6,14.9,148.5,30.1,23.1,20.2,5.8,74.4,"Indiana"
26.1,71.4,7.5,221.9,20,NA,NA,8.2,NA,"Indiana"
22.7,72.4,12.5,209.4,31.3,30,23.7,8.1,79.9,"Indiana"
17.9,94.4,NA,216.6,NA,NA,NA,7,NA,"Indiana"
19,68.4,12.3,217.3,24.1,NA,35.1,12,87.1,"Indiana"
21.9,76.1,12.3,231.9,24.1,28.1,31.5,10.3,NA,"Indiana"
22,66.4,20.1,257.7,27.5,27,29,11.3,NA,"Indiana"
29.3,58.6,12.7,184.2,25.2,22.5,29.8,9.4,NA,"Indiana"
20.2,62.7,13.8,256.5,27,NA,18.4,9.2,NA,"Indiana"
19.9,59,14.2,143.4,25.5,24,27.5,6.8,73.9,"Indiana"
13.6,61.5,12.2,159.9,33.9,20.6,22.5,7.6,78.3,"Indiana"
19.1,64.8,12.6,141.4,41.2,25.2,18.6,8.2,NA,"Indiana"
24.5,50.5,14.4,201.9,30.9,NA,NA,9.5,NA,"Indiana"
20.4,76.9,12,203.7,30.7,21.5,31,9.1,74.9,"Indiana"
18.8,57.4,10.3,200.9,25.5,31.9,22,10.9,78.9,"Indiana"
24.5,55.8,12.3,171,29.8,20.3,26.7,8.1,74.8,"Indiana"
21.1,70.3,9.2,208.8,23.2,29.3,18.3,8.6,NA,"Indiana"
21.4,58.9,11.8,158.3,25.9,22.8,25.3,11.8,75.5,"Indiana"
29,91.2,12.3,253.7,31.1,27.2,29.8,11.8,NA,"Indiana"
16.2,66.8,12.8,173.6,28.2,31.1,26.7,8.5,78.4,"Indiana"
16,57.5,9.4,202.6,22.8,24.9,26.7,7.6,85.1,"Indiana"
24,76.9,14.1,207,32.2,26.9,33.2,11.7,81.7,"Indiana"
20.9,51.7,13.5,145.1,21.4,32.6,26.2,7.5,NA,"Indiana"
21.3,60.5,10.1,183.7,27.6,25,26.1,8.1,83.4,"Indiana"
31,77.3,20.4,253.7,31,22.5,35,11.8,79,"Indiana"
27.4,77.1,20.7,262.3,NA,NA,NA,10.9,NA,"Indiana"
22.7,62.9,9.1,162.6,18.9,20.7,24,11.9,77.9,"Indiana"
21.9,58.4,7.9,193.5,27.7,NA,15.7,6.7,NA,"Indiana"
21.1,58.5,NA,227.5,33.9,NA,NA,9.1,NA,"Indiana"
21.3,67.8,16,171.9,26,27.3,28.6,11.8,80.8,"Indiana"
28.1,69,18.5,287.3,31.9,28.1,26.8,9.2,NA,"Indiana"
28,75.1,13.3,244.3,28.9,25.3,28.5,13.7,84.6,"Indiana"
22.5,58,12.5,186.1,27,22.5,29.7,8.7,NA,"Indiana"
37,66.9,10.9,198,16.1,21.1,28.5,9.7,77.4,"Indiana"
25.5,66.5,14.6,232.5,22.4,NA,NA,7.2,NA,"Indiana"
21.3,69.2,10.2,225.4,24.6,27.1,18.1,5.8,74.4,"Indiana"
17.6,69.2,10.3,240.8,21.6,23.9,35.6,10.5,88.9,"Indiana"
15.6,74.9,12.6,193.9,26,26.6,27.5,11.7,79.1,"Indiana"
17.9,44.3,8.8,162.6,20.5,20.8,21.4,6.8,78.6,"Indiana"
16.7,55,14.9,202.7,17.9,25.7,27.5,8.3,NA,"Indiana"
26.1,55.6,10.3,161.7,27,28,25,6.2,80,"Indiana"
26,85.7,11.5,218.1,29.8,22.2,29.5,9.4,79.9,"Indiana"
21.3,71.9,15.5,214.6,28.4,33.3,29.7,9.6,80.6,"Indiana"
22,60,12.5,178.9,20.9,24.9,23.6,9.1,NA,"Indiana"
24.2,66.9,17.2,233.7,22.9,NA,NA,12.9,NA,"Indiana"
18.3,61.8,12.8,165.2,23.1,23.1,26.9,12.4,84.8,"Indiana"
28.7,77.8,11.6,164,22.2,18.7,35.7,6.8,78.5,"Indiana"
22.8,54.7,13.2,148.8,26.6,23.8,23.6,10.2,79.6,"Indiana"
17.6,68.3,8,218.3,20.3,34,27.7,9,86.5,"Indiana"
25.3,54.4,11.4,188.3,34.5,28.1,22.7,7,74.9,"Indiana"
19.5,69,12.4,170.7,29.5,28.3,25,13.4,76.1,"Indiana"
17.9,42.1,17.2,188.6,27.3,19.9,16.8,5.6,82.3,"Indiana"
14.2,58.2,8.5,175.1,25.4,25.2,23.2,9.5,77,"Indiana"
19.9,68.8,12.7,227.5,35.4,26.9,24.8,10.4,NA,"Indiana"
22.9,71.6,10.6,208.7,28.8,21.9,25.7,9.2,76.8,"Indiana"
24.9,69.9,12.2,201,41.3,37.1,24.6,9.3,82,"Indiana"
30,44.2,10.4,197.5,15.4,26,25.4,8,86.1,"Indiana"
25.1,66.5,11.5,229.9,35.2,23.7,31.1,9.5,89.1,"Indiana"
18.3,56.8,12.7,173.1,27,21.1,23,8.3,80.8,"Indiana"
33.5,53.2,12.7,224.4,23.3,25.5,22.5,8.1,NA,"Indiana"
20.7,68.4,14.1,211.5,29.3,33.2,27.8,12.5,80.4,"Indiana"
25.5,68.5,12.6,228.3,18.8,28.7,26.2,10.9,81.3,"Indiana"
16.6,50.2,9.5,109.2,16.6,20,16.9,3.6,76.3,"Indiana"
16.6,61.4,13.9,184.4,17.3,20.7,20.5,5,82.7,"Indiana"
18.6,73.8,8.9,219.1,35.2,28.9,26.7,8.1,82.8,"Indiana"
21.2,58.2,10.3,156.1,23.8,23.4,23.8,4.6,74.1,"Indiana"
18.5,66.8,11.5,164.1,27.9,30.1,26.8,9.5,81.8,"Indiana"
23.7,66,10.1,192.7,26.6,25.8,24.3,10.3,79.1,"Indiana"
24.5,60,7.2,173.9,31.1,24,22.3,7.6,79.6,"Indiana"
21.5,64.8,NA,170.1,17.9,NA,NA,7.5,NA,"Indiana"
20.3,67.1,10,182.7,24.6,25.1,31.4,8.8,83,"Indiana"
30,68.4,8.7,165.3,28.6,27.9,26.5,7.4,NA,"Indiana"
23.7,59,15.3,193,23.1,27.3,25.2,10.9,78.8,"Indiana"
27,70.7,14.2,226.3,25.9,26.9,35.7,10.3,80.5,"Indiana"
26.8,81.8,9.5,200,20,23.8,28.9,9.8,88.1,"Indiana"
17,55.3,10.5,198.4,25,22.5,27,7,81.6,"Indiana"
22.8,61.3,14,172.1,25.7,25.1,30,13.7,78.3,"Indiana"
21.4,55.3,8.7,166.8,27.7,24,27,7.5,73.3,"Indiana"
24,52.9,10.7,156.4,20.2,26.8,32.6,7.9,78.5,"Indiana"
23.8,61.7,10.8,192.5,33.2,28.7,27.7,12.7,79,"Indiana"
25.9,53.6,10.2,247,36.1,18.4,NA,9.2,NA,"Indiana"
22.6,66.6,11.1,175.4,27.2,25.6,26.6,9.9,79.8,"Indiana"
20.3,71.5,12.1,200.5,21.4,28.7,29.1,9.7,80.7,"Indiana"
16.5,72.4,14.1,174.5,22,27.1,29.4,11,77.8,"Indiana"
21.1,78.9,12.4,172.4,27.4,24.3,28,12.5,78.4,"Indiana"
22.3,57.8,10.1,182.6,34.2,26,26.8,7.5,70.3,"Indiana"
28.5,44.8,NA,192.4,21.7,28,22.9,8.5,81.6,"Iowa"
17.1,40.3,18.7,202,31.8,NA,NA,11.2,NA,"Iowa"
20.8,47.3,8.1,124.9,29.1,16.1,17.5,10.7,77.4,"Iowa"
24.5,52.4,11,183.3,24.6,19.2,21.1,8.8,NA,"Iowa"
22.5,55.6,12.3,163.4,13.6,NA,16.5,10,84.3,"Iowa"
20.1,39,NA,162.8,30.5,22.5,18.9,9.1,75.2,"Iowa"
24.8,47.3,8,230.7,12,25.7,25.5,6.5,81.5,"Iowa"
20.5,63.8,16.2,183.2,28.6,23.2,30.2,11.2,85.3,"Iowa"
18.8,58.5,10.8,137.9,21,21.5,20.7,7.8,81.9,"Iowa"
26.1,50.2,12.4,206.7,21,NA,23.9,8.9,84,"Iowa"
18.2,59.2,15,273.4,14.9,NA,NA,11.6,NA,"Iowa"
24.7,35.2,NA,192.1,33.8,17.6,18.5,7.3,79.8,"Iowa"
21.4,48.1,14.7,152.8,33.8,26.1,20.3,6.8,79.4,"Iowa"
21,59.1,8.6,198.9,31.7,20.5,22.3,10.5,88.5,"Iowa"
15.7,51.4,7.5,169,26.2,22.7,25.8,7.8,81.4,"Iowa"
24.5,64.2,10.9,225.5,23.4,27.9,25.9,10.6,81.5,"Iowa"
26.5,52.3,11.4,247,33.4,22.6,29.5,8.3,75.6,"Iowa"
17.9,50.6,8.4,156.2,20.2,23.5,19.3,11.5,78.7,"Iowa"
22,40.8,11.7,222.5,29,20.6,19.3,8.7,NA,"Iowa"
23.6,60.9,14.8,192.6,19.7,NA,23.2,10.4,85.3,"Iowa"
22.3,57.5,23,227.2,27.6,NA,NA,10.1,NA,"Iowa"
21.1,54.8,15.7,183.2,25.2,29.1,26,10.1,83.5,"Iowa"
24.3,56.6,8.1,186.3,27.3,25.6,22.8,9.5,82.9,"Iowa"
20.5,40.2,10.4,178,32,25.7,23.3,7.8,82.8,"Iowa"
13.8,43.3,15.6,310.9,19.1,NA,NA,6.8,88.9,"Iowa"
21.5,57.5,11.6,202.3,24,24.5,28.3,11.4,79.8,"Iowa"
27.7,47.2,NA,159.8,31.3,NA,21.4,9,87.3,"Iowa"
24.1,41.3,9.1,212.2,28.7,20.3,21.2,6.4,85.4,"Iowa"
13.2,52.7,10.7,232.3,21.1,23.2,25.8,7.6,80.3,"Iowa"
23,49.8,14.4,191.1,17.2,NA,20.3,9.6,NA,"Iowa"
18.9,56.8,11.3,198.3,26.8,22.8,24,8.6,82.8,"Iowa"
26.2,65.1,13.2,231.2,23.7,26.8,28,10.2,82.5,"Iowa"
28.4,43.8,10.6,188.2,24.3,26,23,9,79.4,"Iowa"
21.3,47.9,NA,245.2,14.5,NA,11.4,12.4,NA,"Iowa"
29.7,40.6,12.5,193.7,32.9,23.8,22,9,81.2,"Iowa"
20.3,59.4,10.9,153.8,24.6,20.5,23.7,10.3,81.3,"Iowa"
26.6,37.4,11.6,219.8,16,26,15.4,7.8,78.7,"Iowa"
22.1,27.6,7.2,128.6,25.2,17.6,15.8,6.5,83.5,"Iowa"
19.6,40,6.1,144.9,20,17.2,16.2,9.8,79.9,"Iowa"
20.1,39.3,13,201.8,27.3,20.2,19.2,6.3,74.9,"Iowa"
22.4,43.7,17,198.1,34.7,25.6,23.3,8.9,80.1,"Iowa"
23.7,34.9,11.3,192.8,39.3,27.3,26.2,10.7,85.8,"Iowa"
26.3,54.9,17.9,288.1,26.4,28,24.9,11.1,78.2,"Iowa"
26.3,46.2,15.8,231.2,41.8,NA,NA,11.2,NA,"Iowa"
23.1,60.9,12.4,211.2,28.2,24.8,23.9,12.2,79.8,"Iowa"
19.3,41.7,14.2,182.3,31.9,26,20.4,6,81.7,"Iowa"
25.2,32.3,11.5,183.7,20.4,25.3,21.8,7.7,82.7,"Iowa"
32.3,57.2,NA,229.8,29.4,NA,NA,12.5,NA,"Iowa"
20.8,59.8,11,222.3,28.8,26,24.4,10.8,83,"Iowa"
16.5,37.2,10.3,194.7,28.6,25.6,15.7,8.3,76.4,"Iowa"
23.3,49.8,12.9,226.7,36.6,29.7,22.3,8.8,81.5,"Iowa"
26.1,38.3,4.5,149.8,19.4,19.5,13.4,7.8,78.3,"Iowa"
17.4,59.4,14,172.4,21.4,23,28.6,11.2,82.9,"Iowa"
15.6,47.8,20.9,227.7,20.1,23.7,17.7,7.2,NA,"Iowa"
23.7,49.8,8.9,163,28.2,19.3,25.7,8.3,81.2,"Iowa"
29.2,33.6,7.4,191.6,26.6,25.1,20.6,9.5,75,"Iowa"
21.3,38.9,10.6,193.7,28.7,20.7,11.6,7.9,81.2,"Iowa"
22,48.4,NA,194,18.9,21.2,19.5,9.9,81.7,"Iowa"
27.1,48.9,8.8,164.5,29.9,20.9,17.7,7.6,83.5,"Iowa"
20.5,50.3,11.1,191.9,18.5,23.3,20.4,10.4,75.3,"Iowa"
19.1,50.4,NA,201,32.5,NA,NA,9.8,NA,"Iowa"
20.5,41.1,12.9,169.4,25.8,25.2,23.5,5.8,75.6,"Iowa"
14.4,57.8,11.1,200.6,20.9,24.4,21.1,9,82.2,"Iowa"
20.4,38.7,10.2,224.3,28.8,21.3,13.8,8.1,79.5,"Iowa"
19.9,56.2,12.8,258.5,25.6,26.9,23.2,7.8,85.9,"Iowa"
20.5,38.4,13.1,209.3,32.2,24.8,24.8,9.5,85.8,"Iowa"
22.3,38.1,10.7,171.7,30.7,23.4,19.2,8.4,83.8,"Iowa"
28.3,42.3,16.4,173.4,27.6,26,18.4,8.7,76.9,"Iowa"
21.1,56.2,11.5,311.1,23.7,26.6,25.6,10.4,79.8,"Iowa"
26.4,39.8,6.5,187.4,17.7,28.7,21.3,9.9,NA,"Iowa"
19.1,63.1,9.3,186.6,30.2,18.8,15.6,5.2,76.6,"Iowa"
27.7,38.7,10.5,138.8,28.7,16.7,27.4,9.2,78.1,"Iowa"
23.5,49,NA,205.1,NA,NA,NA,11.3,NA,"Iowa"
32.8,40.7,NA,227.7,31.1,27.7,23.2,14.4,NA,"Iowa"
34.5,44.5,8.1,173,26,22.7,19.9,8.2,80.2,"Iowa"
17.7,65.7,12.9,187.8,23,24.8,18.3,11.4,78,"Iowa"
22.7,49.8,13.2,198.5,30.5,25,19.9,6.5,74.2,"Iowa"
17.5,54.8,10.9,196.1,17.9,25.1,16.3,8.4,79.5,"Iowa"
20.3,47.5,8.4,184.9,34.2,31,21.4,8.7,NA,"Iowa"
21.1,52.3,8.1,198.1,24.5,22.8,26.6,10.8,85.5,"Iowa"
21.2,52.6,12.6,225.1,28.3,31.6,21.1,9.5,72.4,"Iowa"
21.8,37.8,NA,226.1,26.7,20.7,16.5,8.1,80.8,"Iowa"
27.3,42.6,11.7,321.1,20.8,25.3,24.7,13.6,83.2,"Iowa"
28.9,62.3,NA,188,46.9,32.5,24,9.3,85.2,"Iowa"
24.4,45.4,14,202,24.1,NA,NA,9.2,87.7,"Iowa"
20.9,36.2,12.5,169.7,33.9,22.3,15,5.2,82.4,"Iowa"
23.1,51.3,15.6,135.2,20.3,25.5,14,8.3,89.1,"Iowa"
18.5,59.4,8.3,198.1,26.4,26.7,23.4,7.2,80.3,"Iowa"
24.5,46.6,10.3,221.1,17.8,21.9,22.1,6.8,81.7,"Iowa"
19.6,48.1,9.9,224.7,32.7,27.5,22.8,8.7,81.4,"Iowa"
30.6,55.4,13.1,271.7,24.2,30.8,28.3,8.6,79.8,"Iowa"
21.9,53.7,5.2,216.9,25.9,31,18.4,9.1,76.8,"Iowa"
28.6,31.8,12.3,190.4,44.8,18.1,11.6,9.3,84,"Iowa"
16.4,41.8,NA,151.6,NA,19.3,17.1,8.5,NA,"Iowa"
21.6,44.2,20.3,207.6,23.3,21.5,13.7,8.3,NA,"Iowa"
25.8,34,NA,244.9,31.3,NA,22.2,8.7,NA,"Iowa"
21,46.3,10.7,169.5,30.8,28.7,21.3,6.1,76.6,"Iowa"
27.1,56.2,16.4,214.2,18.6,23.4,18,9.9,81.2,"Iowa"
19.8,59.5,8.7,177.3,21.7,28.7,21.9,7.4,85,"Iowa"
NA,61.7,NA,142.5,NA,NA,NA,11.4,NA,"Alaska"
25.7,45.4,9.5,86.2,20.1,NA,NA,7.3,NA,"Alaska"
16.1,68.1,25.2,164.3,20.1,NA,NA,9.9,NA,"Alaska"
NA,NA,NA,NA,NA,NA,NA,11.7,NA,"Alaska"
30.5,55.2,16.4,166,30.8,NA,NA,8.1,NA,"Alaska"
30.3,51.2,10.1,124.8,30.9,NA,NA,8.7,NA,"Alaska"
NA,49.1,NA,189.5,NA,NA,NA,7.3,NA,"Alaska"
NA,NA,NA,216.8,NA,NA,NA,16.6,NA,"Alaska"
26,50.4,19.4,138.9,29.6,NA,NA,10.5,NA,"Alaska"
40.8,80.4,63.8,135.6,NA,NA,NA,17.4,NA,"Alaska"
NA,101.9,35.7,137.7,NA,NA,NA,11.6,NA,"Alaska"
43.3,59.6,67.4,120.2,NA,NA,NA,17,NA,"Alaska"
15,56.3,15.8,116.6,21.6,NA,NA,8.7,NA,"Alaska"
NA,34.1,15.9,151.8,NA,NA,NA,13.8,NA,"Alaska"
25.3,49.7,16.7,170.1,NA,NA,NA,7.7,NA,"Alaska"
NA,NA,NA,119.1,NA,NA,NA,11.6,NA,"Alaska"
NA,43,33.1,151.8,NA,NA,NA,15.7,NA,"Alaska"
NA,66.7,13.1,146.6,NA,NA,NA,9.1,NA,"Alaska"
46.3,83.6,66.5,101.3,NA,NA,NA,25.1,NA,"Alaska"
24.1,61.9,18,140.5,NA,NA,NA,8.9,NA,"Alaska"
NA,NA,NA,NA,NA,NA,NA,10.8,NA,"Alaska"
29.5,70.8,91.3,169.7,NA,NA,NA,17.5,NA,"Alaska"
40.4,65.5,34.3,91.2,NA,NA,NA,20.9,NA,"Alaska"
NA,NA,NA,NA,NA,NA,NA,8.1,NA,"Alaska"
NA,NA,NA,NA,NA,NA,NA,6.6,NA,"Alaska"
42.5,60.9,21.8,116.9,NA,NA,NA,18.1,NA,"Alaska"
17.7,56,14.7,137,24.7,NA,NA,7.8,NA,"Alaska"
30.2,63.5,19.5,193.2,26.6,27.8,26.6,13.9,NA,"Kansas"
NA,35.4,NA,110.1,NA,NA,NA,8.5,NA,"Kansas"
17.2,61.5,13.5,183.7,25.5,20.8,21.6,8.3,78.8,"Kansas"
21.7,35.4,NA,305.9,NA,13.8,NA,10.7,NA,"Kansas"
17.5,60.4,17,208.2,24.8,25.4,27.3,12,82.6,"Kansas"
31.4,38,NA,195.2,NA,NA,NA,9.1,NA,"Kansas"
25.9,48.6,14.8,197.7,19.7,21.2,24.2,14.3,NA,"Kansas"
17.3,52.3,14.5,136.2,22.7,24.4,19.6,12.9,79.4,"Kansas"
14.1,37.9,10.4,150.6,28.2,23.4,13.5,8,77.8,"Kansas"
16.6,43.7,8.2,135.7,28,20.8,18.2,9.4,75.6,"Kansas"
25.3,42.6,NA,177.3,28.2,28.8,17,9.9,74.5,"Kansas"
NA,35,NA,177.8,34.9,NA,14.5,10.1,NA,"Kansas"
17.3,43,16.3,213.5,31.6,27.3,21.6,8,76.1,"Kansas"
17.6,39.9,NA,165.4,27.1,16.7,18.5,10,82.4,"Kansas"
25.4,68.3,18.3,171.4,21.6,28,27.1,13.8,80.8,"Kansas"
18.3,52.6,NA,157.6,NA,20,17.9,9.5,NA,"Kansas"
NA,34.5,NA,287.7,NA,NA,NA,9.8,NA,"Kansas"
23,42.5,NA,181.6,33.1,24.9,26.7,12.8,82.1,"Kansas"
14.2,40.1,12.3,148.2,23.1,21.9,11.4,9.1,79,"Kansas"
20.7,64.3,13.5,177.2,14.7,24.7,19.2,13,81.9,"Kansas"
NA,47.5,NA,151.8,41.1,NA,NA,9.1,NA,"Kansas"
23,58.7,NA,137.8,31.4,15.3,NA,10.6,90.3,"Kansas"
19,54.1,14.5,153.6,27.8,30.6,26.4,9.5,81.2,"Kansas"
21.5,67.9,NA,259.1,47,17.6,19.2,11.6,NA,"Kansas"
17.5,41.7,NA,255.4,27.7,24.6,14.5,8,NA,"Kansas"
15.2,57.6,14.8,151.6,31.7,26.8,18.2,11.3,NA,"Kansas"
24.1,44.3,NA,162.9,NA,NA,19.4,10.7,NA,"Kansas"
23.7,48.5,13.7,162.8,28.1,19.5,19.3,9.1,73.2,"Kansas"
15,59.3,10.5,145.4,19.4,25.7,21.7,8.4,81.3,"Kansas"
